fromNode	toNode	weight	direction	fromAltName	toAltName
FOSB	CLEC4G	0.108722571036711	undirected	FOSB	CLEC4G
FOSB	ECM1	0.106448157792272	undirected	FOSB	ECM1
FOSB	C1QTNF1	0.0723420325485532	undirected	FOSB	C1QTNF1
FOSB	PTH1R	0.0803000677852905	undirected	FOSB	PTH1R
FOSB	CRHBP	0.088052143009139	undirected	FOSB	CRHBP
FOSB	DBH	0.076443428576366	undirected	FOSB	DBH
FOSB	ATOH8	0.0730051388968949	undirected	FOSB	ATOH8
FOSB	KDM8	0.0763700501382882	undirected	FOSB	KDM8
FOSB	PAMR1	0.0947508786865093	undirected	FOSB	PAMR1
FOSB	STAB2	0.0792325399282043	undirected	FOSB	STAB2
FOSB	OIT3	0.0727068566075988	undirected	FOSB	OIT3
FOSB	IL6	0.0816833562219849	undirected	FOSB	IL6
FOSB	ILF2	0.0897508207786778	undirected	FOSB	ILF2
FOSB	ADRA1A	0.0714834123044459	undirected	FOSB	ADRA1A
FOSB	COLEC10	0.0723860908217875	undirected	FOSB	COLEC10
FOSB	P3H2	0.0897407444390904	undirected	FOSB	P3H2
FOSB	CCT3	0.0764454868254942	undirected	FOSB	CCT3
FOSB	TGIF1	0.0741857357459063	undirected	FOSB	TGIF1
FOSB	RSPO3	0.102679713262256	undirected	FOSB	RSPO3
LCAT	CLEC4G	0.085513662054951	undirected	LCAT	CLEC4G
LCAT	ECM1	0.0747254574904555	undirected	LCAT	ECM1
LCAT	CRHBP	0.0704361470985544	undirected	LCAT	CRHBP
LCAT	DBH	0.0816321397856319	undirected	LCAT	DBH
LCAT	KDM8	0.0789513099582313	undirected	LCAT	KDM8
LCAT	ILF2	0.083677084736764	undirected	LCAT	ILF2
LCAT	ADRA1A	0.0694302035270689	undirected	LCAT	ADRA1A
LCAT	TGIF1	0.0841293242616589	undirected	LCAT	TGIF1
LCAT	RSPO3	0.0746184311950938	undirected	LCAT	RSPO3
NPC1L1	ECM1	0.070664771211341	undirected	NPC1L1	ECM1
SLC22A1	SLC25A47	0.0759271903207225	undirected	SLC22A1	SLC25A47
SLC22A1	CLEC4G	0.095274428785158	undirected	SLC22A1	CLEC4G
SLC22A1	ECM1	0.0727121631705566	undirected	SLC22A1	ECM1
SLC22A1	CRHBP	0.0859365465485362	undirected	SLC22A1	CRHBP
SLC22A1	DBH	0.0773257228702636	undirected	SLC22A1	DBH
