MODULE	GENE
blue	ITIH4
blue	SNAPC1
blue	FGFR3
blue	ZDHHC11
blue	C20orf24
blue	ATP5F1
blue	TPM1
blue	INIP
blue	HSPA8
blue	PLPPR1
blue	NPIPB5
blue	ZMAT3
blue	UQCRH
blue	PGGHG
blue	PTH2R
blue	C1S
blue	CYB5A
blue	RPL39L
blue	ZNF486
blue	CKLF
blue	ACTB
blue	SLC4A5
blue	RPS7
blue	RARRES1
blue	CSRP2
blue	AADAC
blue	ENSA
blue	SLC5A8
blue	PSMC4
blue	AMY2A
blue	SLC23A2
blue	D2HGDH
blue	SDHAP1
blue	ARF4
blue	ABCB1
blue	THNSL2
blue	LONP2
blue	PIPSL
blue	IL4R
blue	SREBF1
blue	LSR
blue	ACCS
blue	MOCOS
blue	RPL7
blue	IDH1
blue	SCG5
blue	PXMP2
blue	SYPL1
blue	EEF1B2
blue	BTNL10
blue	HAUS2
blue	MCM8
blue	GSTTP2
blue	ZDHHC8
blue	CTSC
blue	TOMM20
blue	RNASE1
blue	SNORA14A
blue	CHMP5
blue	FASN
blue	LOC100190986
blue	TMPRSS3
blue	BCYRN1
blue	PGAM1
blue	MBTD1
blue	TMEM156
blue	PSMB9
blue	TBC1D32
blue	ZNF577
blue	ARPC3
blue	NAMPT
blue	AHSA2
blue	SPTSSA
blue	RPS2
blue	ANKRD20A1
blue	HNRNPA2B1
blue	ZNF669
blue	TMEM191A
blue	TMEM64
blue	RAMP2-AS1
blue	RPS21
blue	APP
blue	LYPLAL1
blue	GNG10
blue	SCPEP1
blue	NBPF9
blue	TUBA1A
blue	MYO3B
blue	AGPAT2
blue	PCYOX1
blue	FES
blue	ITCH-IT1
blue	HACD3
blue	RPL21
blue	DCLRE1C
blue	BLOC1S6
blue	PTGR2
blue	CPS1-IT1
blue	FAM46A
blue	C17orf58
blue	CTSB
blue	CES4A
blue	GLRX3
blue	PTP4A1
blue	ATP6V0E1
blue	AMY1A
blue	ZNF430
blue	UQCRB
blue	ARL4A
blue	CSTB
blue	SALL4
blue	MALL
blue	PPIAL4A
blue	SNHG8
blue	SMIM14
blue	GPR162
blue	SEC11C
blue	PPP6R2
blue	ASL
blue	PLCXD1
blue	SYAP1
blue	OVGP1
blue	UGT1A7
blue	SNX10
blue	ITGB1
blue	GRB14
blue	RAB33B
blue	AP1S1
blue	AFMID
blue	HTATIP2
blue	AIRE
blue	PLGLA
blue	SYTL4
blue	RPL21P28
blue	ACP1
blue	RALGPS2
blue	NAA20
blue	VSNL1
blue	FOXP1-IT1
blue	RPS24
blue	HSPE1
blue	CNIH1
blue	CRTAP
blue	PPM1K
blue	TGFBR2
blue	TXN
blue	CEBPD
blue	ACAT2
blue	GCLM
blue	GOLGA6C
blue	ADD3
blue	HSPA6
blue	GNG11
blue	DPP7
blue	ATP1A1
blue	WSB1
blue	LSM3
blue	TPI1
blue	RPL10A
blue	CAV1
blue	PLPP1
blue	N4BP2L2
blue	C11orf63
blue	MPC2
blue	CALML4
blue	CCT7
blue	BCL3
blue	GSTA4
blue	EVL
blue	KLHL28
blue	CHRD
blue	NHP2
blue	IGSF23
blue	RAN
blue	EBP
blue	COX7A2
blue	MRPL20
blue	ACSS2
blue	DAPP1
blue	ITGAV
blue	EIF3M
blue	PHAX
blue	DNAJC28
blue	SIVA1
blue	HINT1
blue	APBB3
blue	ATXN3
blue	HYKK
blue	UGT2A3
blue	VBP1
blue	AGAP6
blue	ECI2
blue	LRRC3DN
blue	PDE4C
blue	CD151
blue	CHPT1
blue	CAPN3
blue	SEC61G
blue	LAMA5
blue	EVI5
blue	SLC16A12
blue	SYTL2
blue	ELOVL5
blue	SLC3A1
blue	MARCH6
blue	ARHGEF16
blue	DST
blue	LOC729603
blue	COMMD6
blue	C1orf53
blue	SUSD3
blue	NINJ2
blue	PDCD4
blue	TMED10
blue	RDH10
blue	SF3B6
blue	IFNLR1
blue	RAB27A
blue	CPQ
blue	IL1RAP
blue	LAP3
blue	BTG3
blue	CYP2C19
blue	C15orf52
blue	NBPF10
blue	ALDH1A1
blue	PPA1
blue	JAZF1
blue	TCP1
blue	ACOT2
blue	DMD
blue	GDPD1
blue	RPL30
blue	SLC45A3
blue	SLC17A9
blue	PSMD10
blue	RALGDS
blue	MORF4L2
blue	DCPS
blue	ATRN
blue	ITIH3
blue	HOOK1
blue	MAP3K5
blue	ACADVL
blue	CTSZ
blue	ZNF652
blue	WDR74
blue	PATE2
blue	IL18
blue	FGFR4
blue	FGF13
blue	RPA3
blue	HNMT
blue	CROT
blue	SNORD104
blue	MAGEA12
blue	RAB32
blue	ZFAS1
blue	TRMT5
blue	RRBP1
blue	RPL9
blue	HMGN2
blue	PRDX3
blue	RPL26
blue	GUCA2B
blue	SH3PXD2A
blue	LILRB1
blue	SMPDL3A
blue	ETFB
blue	GPX1
blue	PTPRD
blue	MRPL24
blue	LRP3
blue	NDUFA12
blue	ATP5G1
blue	S100A13
blue	BORCS7
blue	SERF1B
blue	RNF165
blue	ZMYND15
blue	CDK10
blue	METTL5
blue	NME1-NME2
blue	EEF1G
blue	CHURC1
blue	SNU13
blue	LYPLA1
blue	F5
blue	CLUH
blue	SNRNP70
blue	TUBB
blue	LAMP2
blue	ENHO
blue	AMT
blue	BCL6
blue	OAS1
blue	UBB
blue	MOCS2
blue	JMJD7-PLA2G4B
blue	GC
blue	NPB
blue	EEF1A1
blue	TIMP3
blue	ZNF331
blue	SOX18
blue	MIF
blue	TAGLN2
blue	HIF1A
blue	RPS5
blue	SNORA59A
blue	PCBD1
blue	KRT75
blue	LCOR
blue	HMGN1
blue	PCDHB19P
blue	NFIC
blue	UGT1A3
blue	TSPAN3
blue	TCTEX1D2
blue	PPARG
blue	SNORD68
blue	SFXN5
blue	TMEM99
blue	SPDYE8P
blue	HNF1A-AS1
blue	MFSD11
blue	B2M
blue	FDFT1
blue	PIGX
blue	ACOT1
blue	GALNT3
blue	CD9
blue	TSNAX
blue	NAPRT
blue	C4A
blue	FAM50B
blue	OPLAH
blue	PHKA2
blue	LITAF
blue	HNRNPK
blue	GAS2
blue	PNN
blue	OXER1
blue	EBPL
blue	DNAH1
blue	PLS3
blue	NDUFAF7
blue	C1orf168
blue	DAD1
blue	SERPINB1
blue	PLCH2
blue	VTRNA1-1
blue	HLX
blue	CDAN1
blue	ABHD3
blue	ACADM
blue	PSMA6
blue	SIRPA
blue	TMEM126A
blue	SNX29P2
blue	PIEZO1
blue	CDV3
blue	ATP1B1
blue	DDX21
blue	DOPEY2
blue	CRIPAK
blue	NDUFS4
blue	ZC3H12A
blue	BMP8B
blue	RNF215
blue	SMYD2
blue	RPS27A
blue	RPL22
blue	KLHL3
blue	DYNLL1
blue	LUC7L3
blue	ANKRD44
blue	POLR2J4
blue	GSTO1
blue	PNISR
blue	SLC44A3
blue	CREG1
blue	HSPB11
blue	TMEM74B
blue	CDKN2C
blue	MAPK8IP3
blue	ZRANB1
blue	CCNC
blue	LGSN
blue	GMPS
blue	AHR
blue	LGMN
blue	RNY3
blue	ENOSF1
blue	TNK2
blue	ABCG5
blue	PLXNB1
blue	C12orf57
blue	DDT
blue	SLC22A25
blue	KIFC2
blue	ATP5E
blue	RPL13AP5
blue	GBA
blue	CIDECP
blue	RPL7L1
blue	PSMD4
blue	TOX2
blue	PGD
blue	TP53I13
blue	PEX2
blue	SNORD14C
blue	RDH11
blue	NSMF
blue	TMEM37
blue	UBE2A
blue	COX19
blue	GABRE
blue	RBM4
blue	SEMA6C
blue	DBI
blue	COMMD8
blue	KCNT2
blue	TSTD1
blue	DCAF11
blue	SPG21
blue	FAM213A
blue	ITM2B
blue	THEM6
blue	COX7B
blue	COMMD10
blue	TOX3
blue	GLIPR1
blue	TFB2M
blue	LMO4
blue	XPNPEP3
blue	HNRNPA0
blue	GSDMA
blue	RN7SK
blue	ZNF557
blue	TMED7
blue	PRPF3
blue	ALG13
blue	SGSM2
blue	AQP11
blue	ITPRIPL2
blue	SRP14
blue	TMEM91
blue	PDLIM3
blue	NAXE
blue	BAG4
blue	RHPN2
blue	SLC35G1
blue	TRMT112
blue	GCSH
blue	CTSD
blue	GOLIM4
blue	SNORD83B
blue	UGCG
blue	EEF1E1
blue	ZNF91
blue	PDPK1
blue	RNF213
blue	SS18L1
blue	RPS12
blue	RPS17
blue	ACSF2
blue	FKBP5
blue	HIST1H4K
blue	SDHAP2
blue	FKTN
blue	STOX2
blue	AKT1
blue	PDIA6
blue	VAMP5
blue	HIGD1A
blue	RECK
blue	LINC00202-2
blue	STT3A
blue	CUTA
blue	UPP1
blue	LRRC75B
blue	GJB1
blue	PPID
blue	F11R
blue	KCNH6
blue	C1orf43
blue	FARP1
blue	GOLT1A
blue	EIF3H
blue	FAM133B
blue	MPP6
blue	ERP29
blue	NDUFB6
blue	CHPF
blue	STEAP2
blue	MRPL57
blue	FKBP1A
blue	ZNF860
blue	SLC2A12
blue	SNORA25
blue	ZNF83
blue	GJC1
blue	ARPC1B
blue	IFITM4P
blue	SLC25A37
blue	MYLK
blue	RNU6-1
blue	SMIM4
blue	UNC5CL
blue	RBM6
blue	ATP5C1
blue	FGFRL1
blue	RPL12
blue	PRPS2
blue	SAR1B
blue	TMEM209
blue	LIPA
blue	THOC3
blue	DUT
blue	HM13
blue	RPL29
blue	ACTRT1
blue	ZSWIM8
blue	EIF4G2
blue	IRF2BPL
blue	BCAR3
blue	PHYHIPL
blue	ZNF600
blue	SEC23B
blue	SRP9
blue	TMEM123
blue	METTL23
blue	SYNJ2BP
blue	KAT2A
blue	FBXL5
blue	SLC44A4
blue	ATP5O
blue	SLC25A43
blue	NFIB
blue	RNY4
blue	IMPA2
blue	TMEM38B
blue	PAIP2
blue	TPT1
blue	ZNF684
blue	CETN2
blue	LYRM2
blue	GRN
blue	MRPL45
blue	CNBP
blue	GFOD1
blue	LRCH4
blue	PSMA1
blue	ABCA1
blue	AMY2B
blue	GBE1
blue	DSEL
blue	RPL34
blue	UGGT1
blue	KLHL8
blue	CLDN1
blue	DYNLRB1
blue	CRLS1
blue	SRRM2
blue	RAB4A
blue	BRK1
blue	B4GALT1
blue	SLC20A1
blue	MAFF
blue	RPL13A
blue	ZNF160
blue	SLC25A20
blue	RSRP1
blue	TPRKB
blue	CALU
blue	SNORD66
blue	MBOAT2
blue	SEP15
blue	MRPL18
blue	PRRG4
blue	ADAM17
blue	ZNF320
blue	PARP10
blue	BOLA3
blue	PDK3
blue	WEE1
blue	APIP
blue	KLB
