MODULE	GENE
yellow	GIMAP4
yellow	PTPN20
yellow	TOB1
yellow	GBP4
yellow	LINGO4
yellow	PECAM1
yellow	SLC15A3
yellow	PSMB8
yellow	HLA-E
yellow	HBEGF
yellow	RARRES3
yellow	GAS7
yellow	APCDD1
yellow	SLAMF6
yellow	LXN
yellow	EMILIN2
yellow	RAB31
yellow	MS4A7
yellow	EOMES
yellow	PAM
yellow	NCOA7
yellow	VSNL1
yellow	AP1S2
yellow	TNFAIP3
yellow	ZMYND15
yellow	TYMP
yellow	AKR1B1
yellow	ACKR1
yellow	CD247
yellow	AS3MT
yellow	LAG3
yellow	TIMD4
yellow	HLA-G
yellow	CD2
yellow	CCND2
yellow	EVI2B
yellow	ABCG1
yellow	FOLR2
yellow	LFNG
yellow	PLA2G7
yellow	TMEM51
yellow	ISG20
yellow	GBP5
yellow	GLIPR2
yellow	TMSB10
yellow	ADCY3
yellow	HK1
yellow	ARHGEF3
yellow	LDHB
yellow	C5AR1
yellow	CORO1A
yellow	FAM89A
yellow	ADAMDEC1
yellow	FGL2
yellow	IL18BP
yellow	PDE4B
yellow	PRKAB2
yellow	GIMAP7
yellow	ARHGDIB
yellow	SEMA4D
yellow	TBC1D10C
yellow	NBL1
yellow	DPYSL2
yellow	ETV5
yellow	MSN
yellow	IFI16
yellow	PRDM1
yellow	HOPX
yellow	PRKCA
yellow	ENO2
yellow	CMTM7
yellow	TNFRSF1B
yellow	MVP
yellow	IFNGR1
yellow	CDK12
yellow	ST14
yellow	RGS10
yellow	SLA
yellow	MX2
yellow	SNORA59A
yellow	MAOA
yellow	ARHGEF2
yellow	SH3BGRL
yellow	WAS
yellow	MFNG
yellow	IRF1
yellow	LILRB3
yellow	MAP3K13
yellow	FDPS
yellow	GZMH
yellow	RBMS1
yellow	PRKCB
yellow	TAP2
yellow	HLA-DRB3
yellow	TMEM144
yellow	TAX1BP3
yellow	SPOCK2
yellow	CYTIP
yellow	HENMT1
yellow	SLC1A3
yellow	GYPC
yellow	SLC2A6
yellow	RNASE6
yellow	KLF15
yellow	PLAUR
yellow	LAIR2
yellow	HLA-DOA
yellow	LOC606724
yellow	IRF6
yellow	ICAM2
yellow	SLC4A7
yellow	CD300A
yellow	TRIM22
yellow	MCUB
yellow	C1QA
yellow	CD53
yellow	STX11
yellow	NCKAP1L
yellow	IRF9
yellow	CD160
yellow	KIF22
yellow	UBE2L6
yellow	ITGAX
yellow	BTN3A2
yellow	FERMT3
yellow	NLRP3
yellow	TMEM170B
yellow	KCTD12
yellow	DOCK8
yellow	TNFRSF11B
yellow	FCGR1A
yellow	CXCL5
yellow	ATP6V1B2
yellow	C1orf54
yellow	FGD2
yellow	CST3
yellow	RNASET2
yellow	BATF
yellow	SKIDA1
yellow	RHBDF2
yellow	CNN2
yellow	CYP51A1
yellow	CASP1
yellow	TTYH3
yellow	PPM1L
yellow	DOCK2
yellow	CYBB
